J1,J2,Wins,Type,Turns,Map
t_15,s_17,s_17,SLOPE,419,64
t_15,s_18,t_15,TURNS,52,64
t_15,s_19,s_19,SLOPE,1001,64
t_15,s_20,t_15,TURNS,64,64
t_15,s_0,DRAW,_DRAW_,1001,13
t_15,s_1,t_15,TURNS,1001,13
t_15,s_2,t_15,TURNS,39,13
t_15,s_3,t_15,TURNS,131,13
t_15,s_4,t_15,TURNS,345,13
t_15,s_5,DRAW,_DRAW_,1001,13
t_15,s_6,t_15,TURNS,133,13
t_15,s_7,t_15,TURNS,1001,13
t_15,s_8,t_15,TURNS,40,13
t_15,s_9,t_15,TURNS,1001,13
t_15,s_10,DRAW,_DRAW_,1001,13
t_15,s_11,t_15,TURNS,108,13
t_15,s_12,s_12,SLOPE,39,13
t_15,s_13,t_15,TURNS,428,13
t_15,s_14,s_14,SLOPE,95,13
t_15,s_15,t_15,TURNS,202,13
t_15,s_16,t_15,TURNS,115,13
t_15,s_17,s_17,SLOPE,186,13
t_15,s_18,t_15,TURNS,89,13
t_15,s_19,t_15,TURNS,124,13
t_15,s_20,t_15,TURNS,87,13
t_15,s_0,DRAW,_DRAW_,1001,87
t_15,s_1,t_15,TURNS,1001,87
t_15,s_2,t_15,TURNS,328,87
t_15,s_3,t_15,TURNS,106,87
t_15,s_4,t_15,TURNS,324,87
t_15,s_5,DRAW,_DRAW_,1001,87
t_15,s_6,s_6,SLOPE,53,87
t_15,s_7,t_15,TURNS,138,87
t_15,s_8,t_15,TURNS,144,87
t_15,s_9,t_15,TURNS,1001,87
t_15,s_10,DRAW,_DRAW_,1001,87
t_15,s_11,t_15,TURNS,128,87
t_15,s_12,s_12,SLOPE,53,87
t_15,s_13,t_15,TURNS,604,87
t_15,s_14,t_15,TURNS,97,87
t_15,s_15,t_15,TURNS,172,87
t_15,s_16,t_15,TURNS,99,87
t_15,s_17,t_15,TURNS,108,87
t_15,s_18,t_15,TURNS,99,87
t_15,s_19,t_15,TURNS,150,87
t_15,s_20,t_15,TURNS,84,87
t_15,t_0,t_15,TURNS,129,11
t_15,t_1,DRAW,_DRAW_,1001,11
t_15,t_2,DRAW,_DRAW_,1001,11
t_15,t_3,DRAW,_DRAW_,1001,11
t_15,t_4,DRAW,_DRAW_,1001,11
t_15,t_5,DRAW,_DRAW_,1001,11
t_15,t_6,t_15,TURNS,1001,11
t_15,t_7,DRAW,_DRAW_,1001,11
t_15,t_8,DRAW,_DRAW_,1001,11
t_15,t_9,DRAW,_DRAW_,1001,11
t_15,t_10,DRAW,_DRAW_,1001,11
t_15,t_11,DRAW,_DRAW_,1001,11
t_15,t_12,DRAW,_DRAW_,1001,11
t_15,t_13,DRAW,_DRAW_,1001,11
t_15,t_14,DRAW,_DRAW_,1001,11
t_15,t_15,DRAW,_DRAW_,1001,11
t_15,t_16,DRAW,_DRAW_,1001,11
t_15,t_17,t_17,TURNS,43,11
t_15,t_18,DRAW,_DRAW_,1001,11
t_15,t_19,t_15,TURNS,181,11
t_15,t_20,t_15,TURNS,1001,11
t_15,t_0,DRAW,_DRAW_,1001,76
t_15,t_1,DRAW,_DRAW_,1001,76
t_15,t_2,DRAW,_DRAW_,1001,76
t_15,t_3,DRAW,_DRAW_,1001,76
t_15,t_4,DRAW,_DRAW_,1001,76
t_15,t_5,DRAW,_DRAW_,1001,76
t_15,t_6,t_15,TURNS,1001,76
t_15,t_7,DRAW,_DRAW_,1001,76
t_15,t_8,DRAW,_DRAW_,1001,76
t_15,t_9,DRAW,_DRAW_,1001,76
t_15,t_10,DRAW,_DRAW_,1001,76
t_15,t_11,DRAW,_DRAW_,1001,76
t_15,t_12,DRAW,_DRAW_,1001,76
t_15,t_13,DRAW,_DRAW_,1001,76
t_15,t_14,DRAW,_DRAW_,1001,76
t_15,t_15,DRAW,_DRAW_,1001,76
t_15,t_16,DRAW,_DRAW_,1001,76
t_15,t_17,t_17,TURNS,47,76
t_15,t_18,DRAW,_DRAW_,1001,76
t_15,t_19,t_19,TURNS,114,76
t_15,t_20,t_15,TURNS,1001,76
t_15,t_0,t_0,TURNS,216,69
t_15,t_1,DRAW,_DRAW_,1001,69
t_15,t_2,DRAW,_DRAW_,1001,69
t_15,t_3,DRAW,_DRAW_,1001,69
t_15,t_4,DRAW,_DRAW_,1001,69
t_15,t_5,DRAW,_DRAW_,1001,69
t_15,t_6,t_15,TURNS,1001,69
t_15,t_7,DRAW,_DRAW_,1001,69
t_15,t_8,DRAW,_DRAW_,1001,69
t_15,t_9,DRAW,_DRAW_,1001,69
t_15,t_10,DRAW,_DRAW_,1001,69
t_15,t_11,DRAW,_DRAW_,1001,69
t_15,t_12,DRAW,_DRAW_,1001,69
t_15,t_13,DRAW,_DRAW_,1001,69
t_15,t_14,DRAW,_DRAW_,1001,69
t_15,t_15,DRAW,_DRAW_,1001,69
t_15,t_16,DRAW,_DRAW_,1001,69
t_15,t_17,t_17,TURNS,57,69
t_15,t_18,DRAW,_DRAW_,1001,69
t_15,t_19,t_15,TURNS,1001,69
t_15,t_20,t_15,TURNS,1001,69
t_15,t_0,DRAW,_DRAW_,1001,7
t_15,t_1,DRAW,_DRAW_,1001,7
t_15,t_2,DRAW,_DRAW_,1001,7
t_15,t_3,DRAW,_DRAW_,1001,7
t_15,t_4,DRAW,_DRAW_,1001,7
t_15,t_5,DRAW,_DRAW_,1001,7
t_15,t_6,t_15,TURNS,1001,7
t_15,t_7,DRAW,_DRAW_,1001,7
t_15,t_8,DRAW,_DRAW_,1001,7
t_15,t_9,DRAW,_DRAW_,1001,7
t_15,t_10,DRAW,_DRAW_,1001,7
t_15,t_11,DRAW,_DRAW_,1001,7
t_15,t_12,DRAW,_DRAW_,1001,7
t_15,t_13,DRAW,_DRAW_,1001,7
t_15,t_14,DRAW,_DRAW_,1001,7
t_15,t_15,DRAW,_DRAW_,1001,7
t_15,t_16,DRAW,_DRAW_,1001,7
t_15,t_17,t_17,TURNS,43,7
t_15,t_18,DRAW,_DRAW_,1001,7
t_15,t_19,t_15,TURNS,168,7
t_15,t_20,t_15,TURNS,1001,7
t_15,t_0,t_15,TURNS,247,26
t_15,t_1,DRAW,_DRAW_,1001,26
t_15,t_2,DRAW,_DRAW_,1001,26
t_15,t_3,DRAW,_DRAW_,1001,26
t_15,t_4,DRAW,_DRAW_,1001,26
t_15,t_5,DRAW,_DRAW_,1001,26
t_15,t_6,t_15,TURNS,1001,26
t_15,t_7,DRAW,_DRAW_,1001,26
t_15,t_8,DRAW,_DRAW_,1001,26
t_15,t_9,DRAW,_DRAW_,1001,26
t_15,t_10,DRAW,_DRAW_,1001,26
t_15,t_11,DRAW,_DRAW_,1001,26
t_15,t_12,DRAW,_DRAW_,1001,26
t_15,t_13,DRAW,_DRAW_,1001,26
t_15,t_14,DRAW,_DRAW_,1001,26
t_15,t_15,DRAW,_DRAW_,1001,26
t_15,t_16,t_15,TURNS,1001,26
t_15,t_17,t_17,TURNS,33,26
t_15,t_18,DRAW,_DRAW_,1001,26
t_15,t_19,t_19,TURNS,109,26
t_15,t_20,t_15,TURNS,1001,26
t_15,t_0,t_0,TURNS,138,32
t_15,t_1,DRAW,_DRAW_,1001,32
t_15,t_2,DRAW,_DRAW_,1001,32
t_15,t_3,DRAW,_DRAW_,1001,32
t_15,t_4,DRAW,_DRAW_,1001,32
t_15,t_5,DRAW,_DRAW_,1001,32
t_15,t_6,t_15,TURNS,1001,32
t_15,t_7,DRAW,_DRAW_,1001,32
t_15,t_8,DRAW,_DRAW_,1001,32
t_15,t_9,DRAW,_DRAW_,1001,32
t_15,t_10,DRAW,_DRAW_,1001,32
t_15,t_11,DRAW,_DRAW_,1001,32
t_15,t_12,DRAW,_DRAW_,1001,32
t_15,t_13,DRAW,_DRAW_,1001,32
t_15,t_14,DRAW,_DRAW_,1001,32
t_15,t_15,DRAW,_DRAW_,1001,32
t_15,t_16,DRAW,_DRAW_,1001,32
t_15,t_17,t_17,TURNS,43,32
t_15,t_18,DRAW,_DRAW_,1001,32
t_15,t_19,t_15,TURNS,142,32
t_15,t_20,t_15,TURNS,1001,32
t_15,t_0,t_15,TURNS,63,64
t_15,t_1,DRAW,_DRAW_,1001,64
t_15,t_2,DRAW,_DRAW_,1001,64
t_15,t_3,DRAW,_DRAW_,1001,64
t_15,t_4,DRAW,_DRAW_,1001,64
t_15,t_5,DRAW,_DRAW_,1001,64
t_15,t_6,t_15,TURNS,1001,64
t_15,t_7,DRAW,_DRAW_,1001,64
t_15,t_8,DRAW,_DRAW_,1001,64
t_15,t_9,DRAW,_DRAW_,1001,64
t_15,t_10,DRAW,_DRAW_,1001,64
t_15,t_11,DRAW,_DRAW_,1001,64
t_15,t_12,DRAW,_DRAW_,1001,64
t_15,t_13,DRAW,_DRAW_,1001,64
t_15,t_14,DRAW,_DRAW_,1001,64
t_15,t_15,DRAW,_DRAW_,1001,64
t_15,t_16,t_15,TURNS,1001,64
t_15,t_17,t_17,TURNS,53,64
t_15,t_18,DRAW,_DRAW_,1001,64
t_15,t_19,t_19,TURNS,221,64
t_15,t_20,t_15,TURNS,1001,64
t_15,t_0,DRAW,_DRAW_,1001,13
t_15,t_1,DRAW,_DRAW_,1001,13
t_15,t_2,DRAW,_DRAW_,1001,13
t_15,t_3,DRAW,_DRAW_,1001,13
t_15,t_4,DRAW,_DRAW_,1001,13
t_15,t_5,DRAW,_DRAW_,1001,13
t_15,t_6,t_15,TURNS,1001,13
t_15,t_7,DRAW,_DRAW_,1001,13
t_15,t_8,DRAW,_DRAW_,1001,13
t_15,t_9,DRAW,_DRAW_,1001,13
t_15,t_10,DRAW,_DRAW_,1001,13
t_15,t_11,DRAW,_DRAW_,1001,13
t_15,t_12,DRAW,_DRAW_,1001,13
t_15,t_13,DRAW,_DRAW_,1001,13
t_15,t_14,DRAW,_DRAW_,1001,13
t_15,t_15,DRAW,_DRAW_,1001,13
t_15,t_16,DRAW,_DRAW_,1001,13
t_15,t_17,t_17,TURNS,39,13
t_15,t_18,DRAW,_DRAW_,1001,13
t_15,t_19,t_15,TURNS,259,13
t_15,t_20,t_15,TURNS,1001,13
t_15,t_0,DRAW,_DRAW_,1001,87
t_15,t_1,DRAW,_DRAW_,1001,87
t_15,t_2,DRAW,_DRAW_,1001,87
t_15,t_3,DRAW,_DRAW_,1001,87
t_15,t_4,DRAW,_DRAW_,1001,87
t_15,t_5,DRAW,_DRAW_,1001,87
t_15,t_6,t_15,TURNS,1001,87
t_15,t_7,DRAW,_DRAW_,1001,87
t_15,t_8,DRAW,_DRAW_,1001,87
t_15,t_9,DRAW,_DRAW_,1001,87
t_15,t_10,DRAW,_DRAW_,1001,87
t_15,t_11,DRAW,_DRAW_,1001,87
t_15,t_12,DRAW,_DRAW_,1001,87
t_15,t_13,DRAW,_DRAW_,1001,87
t_15,t_14,DRAW,_DRAW_,1001,87
t_15,t_15,DRAW,_DRAW_,1001,87
t_15,t_16,DRAW,_DRAW_,1001,87
t_15,t_17,t_17,TURNS,53,87
t_15,t_18,DRAW,_DRAW_,1001,87
t_15,t_19,t_15,TURNS,126,87
t_15,t_20,t_15,TURNS,1001,87
t_15,a_0,t_15,TURNS,86,11
t_15,a_1,t_15,TURNS,80,11
t_15,a_2,DRAW,_DRAW_,1001,11
t_15,a_3,t_15,TURNS,142,11
t_15,a_4,t_15,TURNS,79,11
t_15,a_5,a_5,AREA,1001,11
t_15,a_6,t_15,TURNS,1001,11
t_15,a_7,t_15,TURNS,96,11
t_15,a_8,DRAW,_DRAW_,1001,11
t_15,a_9,t_15,TURNS,96,11
t_15,a_10,a_10,AREA,43,11
t_15,a_11,a_11,AREA,43,11
t_15,a_12,a_12,AREA,205,11
t_15,a_13,DRAW,_DRAW_,1001,11
t_15,a_14,DRAW,_DRAW_,1001,11
t_15,a_15,t_15,TURNS,88,11
t_15,a_16,DRAW,_DRAW_,1001,11
t_15,a_17,a_17,AREA,43,11
t_15,a_18,DRAW,_DRAW_,1001,11
t_15,a_19,t_15,TURNS,95,11
t_15,a_20,t_15,TURNS,1001,11
t_15,a_0,a_0,AREA,1001,76
t_15,a_1,t_15,TURNS,1001,76
t_15,a_2,DRAW,_DRAW_,1001,76
t_15,a_3,t_15,TURNS,195,76
t_15,a_4,t_15,TURNS,201,76
t_15,a_5,a_5,AREA,1001,76
t_15,a_6,t_15,TURNS,347,76
t_15,a_7,t_15,TURNS,221,76
t_15,a_8,DRAW,_DRAW_,1001,76
t_15,a_9,t_15,TURNS,310,76
t_15,a_10,a_10,AREA,47,76
t_15,a_11,a_11,AREA,47,76
t_15,a_12,a_12,AREA,191,76
t_15,a_13,DRAW,_DRAW_,1001,76
t_15,a_14,DRAW,_DRAW_,1001,76
t_15,a_15,t_15,TURNS,121,76
t_15,a_16,DRAW,_DRAW_,1001,76
t_15,a_17,a_17,AREA,47,76
t_15,a_18,DRAW,_DRAW_,1001,76
t_15,a_19,a_19,AREA,134,76
t_15,a_20,t_15,TURNS,1001,76
t_15,a_0,t_15,TURNS,203,69
t_15,a_1,t_15,TURNS,66,69
t_15,a_2,DRAW,_DRAW_,1001,69
t_15,a_3,t_15,TURNS,205,69
t_15,a_4,t_15,TURNS,199,69
t_15,a_5,t_15,TURNS,76,69
t_15,a_6,t_15,TURNS,512,69
t_15,a_7,t_15,TURNS,124,69
t_15,a_8,DRAW,_DRAW_,1001,69
t_15,a_9,t_15,TURNS,209,69
t_15,a_10,a_10,AREA,57,69
t_15,a_11,a_11,AREA,57,69
t_15,a_12,a_12,AREA,257,69
t_15,a_13,DRAW,_DRAW_,1001,69
t_15,a_14,DRAW,_DRAW_,1001,69
t_15,a_15,t_15,TURNS,105,69
t_15,a_16,DRAW,_DRAW_,1001,69
t_15,a_17,a_17,AREA,57,69
t_15,a_18,DRAW,_DRAW_,1001,69
t_15,a_19,t_15,TURNS,165,69
t_15,a_20,t_15,TURNS,1001,69
t_15,a_0,t_15,TURNS,267,7
t_15,a_1,t_15,TURNS,1001,7
t_15,a_2,DRAW,_DRAW_,1001,7
t_15,a_3,a_3,AREA,120,7
t_15,a_4,a_4,AREA,84,7
t_15,a_5,a_5,AREA,1001,7
t_15,a_6,a_6,AREA,199,7
t_15,a_7,a_7,AREA,1001,7
t_15,a_8,DRAW,_DRAW_,1001,7
t_15,a_9,t_15,TURNS,154,7
t_15,a_10,a_10,AREA,1001,7
t_15,a_11,a_11,AREA,43,7
t_15,a_12,a_12,AREA,205,7
t_15,a_13,DRAW,_DRAW_,1001,7
t_15,a_14,DRAW,_DRAW_,1001,7
t_15,a_15,a_15,AREA,1001,7
t_15,a_16,DRAW,_DRAW_,1001,7
t_15,a_17,a_17,AREA,43,7
t_15,a_18,DRAW,_DRAW_,1001,7
t_15,a_19,t_15,TURNS,175,7
t_15,a_20,t_15,TURNS,1001,7
t_15,a_0,t_15,TURNS,81,26
t_15,a_1,t_15,TURNS,77,26
t_15,a_2,DRAW,_DRAW_,1001,26
t_15,a_3,t_15,TURNS,55,26
t_15,a_4,t_15,TURNS,70,26
t_15,a_5,t_15,TURNS,13,26
t_15,a_6,t_15,TURNS,43,26
t_15,a_7,t_15,TURNS,56,26
t_15,a_8,DRAW,_DRAW_,1001,26
t_15,a_9,t_15,TURNS,117,26
t_15,a_10,a_10,AREA,23,26
t_15,a_11,t_15,TURNS,1001,26
t_15,a_12,DRAW,_DRAW_,1001,26
t_15,a_13,DRAW,_DRAW_,1001,26
t_15,a_14,DRAW,_DRAW_,1001,26
t_15,a_15,t_15,TURNS,97,26
t_15,a_16,DRAW,_DRAW_,1001,26
t_15,a_17,a_17,AREA,17,26
t_15,a_18,DRAW,_DRAW_,1001,26
t_15,a_19,t_15,TURNS,42,26
t_15,a_20,t_15,TURNS,1001,26
t_15,a_0,t_15,TURNS,163,32
t_15,a_1,t_15,TURNS,80,32
t_15,a_2,DRAW,_DRAW_,1001,32
t_15,a_3,t_15,TURNS,157,32
t_15,a_4,t_15,TURNS,141,32
t_15,a_5,a_5,AREA,1001,32
t_15,a_6,a_6,AREA,679,32
t_15,a_7,t_15,TURNS,97,32
t_15,a_8,DRAW,_DRAW_,1001,32
t_15,a_9,t_15,TURNS,1001,32
t_15,a_10,a_10,AREA,60,32
t_15,a_11,a_11,AREA,43,32
t_15,a_12,a_12,AREA,205,32
t_15,a_13,DRAW,_DRAW_,1001,32
t_15,a_14,DRAW,_DRAW_,1001,32
t_15,a_15,t_15,TURNS,118,32
t_15,a_16,DRAW,_DRAW_,1001,32
t_15,a_17,a_17,AREA,43,32
t_15,a_18,DRAW,_DRAW_,1001,32
t_15,a_19,t_15,TURNS,124,32
t_15,a_20,t_15,TURNS,1001,32
t_15,a_0,a_0,AREA,42,64
t_15,a_1,t_15,TURNS,83,64
t_15,a_2,DRAW,_DRAW_,1001,64
t_15,a_3,a_3,AREA,83,64
t_15,a_4,t_15,TURNS,101,64
t_15,a_5,t_15,TURNS,14,64
t_15,a_6,t_15,TURNS,1001,64
t_15,a_7,a_7,AREA,49,64
t_15,a_8,DRAW,_DRAW_,1001,64
t_15,a_9,t_15,TURNS,62,64
t_15,a_10,a_10,AREA,1001,64
t_15,a_11,a_11,AREA,21,64
t_15,a_12,a_12,AREA,58,64
t_15,a_13,DRAW,_DRAW_,1001,64
t_15,a_14,DRAW,_DRAW_,1001,64
t_15,a_15,t_15,TURNS,326,64
t_15,a_16,DRAW,_DRAW_,1001,64
t_15,a_17,a_17,AREA,21,64
t_15,a_18,DRAW,_DRAW_,1001,64
t_15,a_19,a_19,AREA,32,64
t_15,a_20,t_15,TURNS,1001,64
t_15,a_0,t_15,TURNS,156,13
t_15,a_1,t_15,TURNS,1001,13
t_15,a_2,DRAW,_DRAW_,1001,13
t_15,a_3,a_3,AREA,116,13
t_15,a_4,a_4,AREA,139,13
t_15,a_5,t_15,TURNS,20,13
t_15,a_6,t_15,TURNS,340,13
t_15,a_7,a_7,AREA,1001,13
t_15,a_8,DRAW,_DRAW_,1001,13
t_15,a_9,t_15,TURNS,111,13
t_15,a_10,a_10,AREA,49,13
t_15,a_11,t_15,TURNS,1001,13
t_15,a_12,a_12,AREA,165,13
t_15,a_13,DRAW,_DRAW_,1001,13
t_15,a_14,DRAW,_DRAW_,1001,13
t_15,a_15,t_15,TURNS,40,13
t_15,a_16,DRAW,_DRAW_,1001,13
t_15,a_17,a_17,AREA,39,13
t_15,a_18,DRAW,_DRAW_,1001,13
t_15,a_19,a_19,AREA,1001,13
t_15,a_20,t_15,TURNS,1001,13
t_15,a_0,t_15,TURNS,185,87
t_15,a_1,t_15,TURNS,1001,87
t_15,a_2,DRAW,_DRAW_,1001,87
t_15,a_3,a_3,AREA,227,87
t_15,a_4,t_15,TURNS,103,87
t_15,a_5,a_5,AREA,1001,87
t_15,a_6,t_15,TURNS,323,87
t_15,a_7,t_15,TURNS,236,87
t_15,a_8,DRAW,_DRAW_,1001,87
t_15,a_9,t_15,TURNS,81,87
t_15,a_10,a_10,AREA,42,87
t_15,a_11,a_11,AREA,53,87
t_15,a_12,a_12,AREA,241,87
t_15,a_13,DRAW,_DRAW_,1001,87
t_15,a_14,DRAW,_DRAW_,1001,87
t_15,a_15,a_15,AREA,1001,87
t_15,a_16,DRAW,_DRAW_,1001,87
t_15,a_17,a_17,AREA,53,87
t_15,a_18,DRAW,_DRAW_,1001,87
t_15,a_19,t_15,TURNS,197,87
t_15,a_20,t_15,TURNS,1001,87
t_16,s_0,DRAW,_DRAW_,1001,11
t_16,s_1,t_16,TURNS,1001,11
t_16,s_2,t_16,TURNS,1001,11
t_16,s_3,t_16,TURNS,81,11
t_16,s_4,t_16,TURNS,104,11
t_16,s_5,DRAW,_DRAW_,1001,11
t_16,s_6,t_16,TURNS,177,11
t_16,s_7,t_16,TURNS,1001,11
t_16,s_8,t_16,TURNS,88,11
t_16,s_9,t_16,TURNS,1001,11
t_16,s_10,DRAW,_DRAW_,1001,11
t_16,s_11,t_16,TURNS,101,11
t_16,s_12,s_12,SLOPE,43,11
t_16,s_13,t_16,TURNS,762,11
t_16,s_14,t_16,TURNS,84,11
t_16,s_15,t_16,TURNS,157,11
t_16,s_16,t_16,TURNS,333,11
t_16,s_17,t_16,TURNS,70,11
t_16,s_18,t_16,TURNS,114,11
t_16,s_19,t_16,TURNS,111,11
t_16,s_20,t_16,TURNS,54,11
t_16,s_0,DRAW,_DRAW_,1001,76
t_16,s_1,t_16,TURNS,1001,76
t_16,s_2,s_2,SLOPE,1001,76
t_16,s_3,t_16,TURNS,328,76
t_16,s_4,s_4,SLOPE,1001,76
t_16,s_5,DRAW,_DRAW_,1001,76
t_16,s_6,s_6,SLOPE,47,76
t_16,s_7,t_16,TURNS,1001,76
t_16,s_8,t_16,TURNS,209,76
t_16,s_9,t_16,TURNS,1001,76
t_16,s_10,DRAW,_DRAW_,1001,76
t_16,s_11,t_16,TURNS,163,76
t_16,s_12,s_12,SLOPE,47,76
t_16,s_13,t_16,TURNS,585,76
t_16,s_14,t_16,TURNS,246,76
t_16,s_15,t_16,TURNS,229,76
t_16,s_16,t_16,TURNS,241,76
t_16,s_17,t_16,TURNS,158,76
t_16,s_18,t_16,TURNS,256,76
t_16,s_19,t_16,TURNS,164,76
t_16,s_20,t_16,TURNS,157,76
t_16,s_0,DRAW,_DRAW_,1001,69
t_16,s_1,t_16,TURNS,1001,69
t_16,s_2,s_2,SLOPE,1001,69
t_16,s_3,t_16,TURNS,109,69
t_16,s_4,t_16,TURNS,189,69
t_16,s_5,DRAW,_DRAW_,1001,69
t_16,s_6,s_6,SLOPE,57,69
t_16,s_7,t_16,TURNS,1001,69
t_16,s_8,t_16,TURNS,78,69
t_16,s_9,t_16,TURNS,1001,69
t_16,s_10,DRAW,_DRAW_,1001,69
t_16,s_11,t_16,TURNS,119,69
t_16,s_12,s_12,SLOPE,57,69
t_16,s_13,t_16,TURNS,909,69
t_16,s_14,t_16,TURNS,88,69
t_16,s_15,t_16,TURNS,571,69
t_16,s_16,t_16,TURNS,184,69
t_16,s_17,t_16,TURNS,97,69
t_16,s_18,t_16,TURNS,200,69
t_16,s_19,t_16,TURNS,148,69
t_16,s_20,t_16,TURNS,83,69
t_16,s_0,DRAW,_DRAW_,1001,7
t_16,s_1,s_1,SLOPE,240,7
t_16,s_2,t_16,TURNS,383,7
t_16,s_3,t_16,TURNS,120,7
t_16,s_4,t_16,TURNS,253,7
t_16,s_5,DRAW,_DRAW_,1001,7
t_16,s_6,s_6,SLOPE,114,7
t_16,s_7,t_16,TURNS,210,7
t_16,s_8,t_16,TURNS,144,7
t_16,s_9,t_16,TURNS,1001,7
t_16,s_10,DRAW,_DRAW_,1001,7
t_16,s_11,t_16,TURNS,128,7
t_16,s_12,s_12,SLOPE,43,7
t_16,s_13,t_16,TURNS,530,7
t_16,s_14,t_16,TURNS,109,7
t_16,s_15,t_16,TURNS,123,7
t_16,s_16,s_16,SLOPE,106,7
t_16,s_17,t_16,TURNS,117,7
t_16,s_18,t_16,TURNS,88,7
t_16,s_19,t_16,TURNS,109,7
t_16,s_20,t_16,TURNS,65,7
t_16,s_0,DRAW,_DRAW_,1001,26
t_16,s_1,t_16,TURNS,1001,26
t_16,s_2,t_16,TURNS,38,26
t_16,s_3,t_16,TURNS,80,26
t_16,s_4,t_16,TURNS,92,26
t_16,s_5,DRAW,_DRAW_,1001,26
t_16,s_6,s_6,SLOPE,43,26
t_16,s_7,t_16,TURNS,63,26
t_16,s_8,t_16,TURNS,97,26
t_16,s_9,t_16,TURNS,1001,26
t_16,s_10,DRAW,_DRAW_,1001,26
t_16,s_11,s_11,SLOPE,1001,26
t_16,s_12,s_12,SLOPE,27,26
t_16,s_13,t_16,TURNS,322,26
t_16,s_14,t_16,TURNS,81,26
t_16,s_15,t_16,TURNS,34,26
t_16,s_16,t_16,TURNS,57,26
t_16,s_17,t_16,TURNS,76,26
t_16,s_18,t_16,TURNS,95,26
t_16,s_19,t_16,TURNS,63,26
t_16,s_20,t_16,TURNS,34,26
t_16,s_0,DRAW,_DRAW_,1001,32
t_16,s_1,t_16,TURNS,1001,32
t_16,s_2,s_2,SLOPE,1001,32
t_16,s_3,t_16,TURNS,153,32
t_16,s_4,t_16,TURNS,114,32
t_16,s_5,DRAW,_DRAW_,1001,32
t_16,s_6,s_6,SLOPE,124,32
t_16,s_7,t_16,TURNS,1001,32
t_16,s_8,t_16,TURNS,149,32
t_16,s_9,t_16,TURNS,1001,32
t_16,s_10,DRAW,_DRAW_,1001,32
t_16,s_11,t_16,TURNS,111,32
t_16,s_12,s_12,SLOPE,43,32
t_16,s_13,t_16,TURNS,594,32
t_16,s_14,t_16,TURNS,137,32
t_16,s_15,s_15,SLOPE,157,32
t_16,s_16,t_16,TURNS,156,32
t_16,s_17,t_16,TURNS,65,32
t_16,s_18,t_16,TURNS,126,32
t_16,s_19,t_16,TURNS,116,32
t_16,s_20,t_16,TURNS,85,32
t_16,s_0,DRAW,_DRAW_,1001,64
t_16,s_1,t_16,TURNS,1001,64
t_16,s_2,t_16,TURNS,1001,64
t_16,s_3,t_16,TURNS,129,64
t_16,s_4,t_16,TURNS,188,64
t_16,s_5,DRAW,_DRAW_,1001,64
t_16,s_6,s_6,SLOPE,54,64
t_16,s_7,t_16,TURNS,1001,64
t_16,s_8,t_16,TURNS,327,64
t_16,s_9,t_16,TURNS,1001,64
t_16,s_10,DRAW,_DRAW_,1001,64
t_16,s_11,t_16,TURNS,890,64
t_16,s_12,s_12,SLOPE,32,64
t_16,s_13,t_16,TURNS,345,64
t_16,s_14,t_16,TURNS,154,64
t_16,s_15,t_16,TURNS,79,64
t_16,s_16,t_16,TURNS,247,64
t_16,s_17,t_16,TURNS,88,64
t_16,s_18,t_16,TURNS,52,64
t_16,s_19,s_19,SLOPE,1001,64
t_16,s_20,t_16,TURNS,64,64
t_16,s_0,DRAW,_DRAW_,1001,13
t_16,s_1,t_16,TURNS,1001,13
t_16,s_2,t_16,TURNS,39,13
t_16,s_3,t_16,TURNS,131,13
t_16,s_4,t_16,TURNS,224,13
t_16,s_5,DRAW,_DRAW_,1001,13
t_16,s_6,t_16,TURNS,133,13
t_16,s_7,t_16,TURNS,1001,13
t_16,s_8,t_16,TURNS,40,13
t_16,s_9,t_16,TURNS,1001,13
t_16,s_10,DRAW,_DRAW_,1001,13
t_16,s_11,t_16,TURNS,108,13
t_16,s_12,s_12,SLOPE,39,13
t_16,s_13,t_16,TURNS,428,13
t_16,s_14,t_16,TURNS,90,13
t_16,s_15,t_16,TURNS,202,13
t_16,s_16,t_16,TURNS,115,13
t_16,s_17,t_16,TURNS,166,13
t_16,s_18,t_16,TURNS,101,13
t_16,s_19,t_16,TURNS,124,13
t_16,s_20,t_16,TURNS,87,13
t_16,s_0,DRAW,_DRAW_,1001,87
t_16,s_1,t_16,TURNS,1001,87
t_16,s_2,t_16,TURNS,369,87
t_16,s_3,t_16,TURNS,143,87
t_16,s_4,t_16,TURNS,290,87
t_16,s_5,DRAW,_DRAW_,1001,87
t_16,s_6,s_6,SLOPE,53,87
t_16,s_7,s_7,SLOPE,800,87
t_16,s_8,t_16,TURNS,144,87
t_16,s_9,t_16,TURNS,1001,87
t_16,s_10,DRAW,_DRAW_,1001,87
t_16,s_11,t_16,TURNS,128,87
t_16,s_12,s_12,SLOPE,53,87
t_16,s_13,t_16,TURNS,655,87
t_16,s_14,t_16,TURNS,85,87
t_16,s_15,t_16,TURNS,206,87
t_16,s_16,t_16,TURNS,125,87
t_16,s_17,t_16,TURNS,92,87
t_16,s_18,t_16,TURNS,100,87
t_16,s_19,t_16,TURNS,179,87
t_16,s_20,t_16,TURNS,84,87
t_16,t_0,t_16,TURNS,126,11
t_16,t_1,DRAW,_DRAW_,1001,11
t_16,t_2,DRAW,_DRAW_,1001,11
t_16,t_3,DRAW,_DRAW_,1001,11
