J1,J2,Wins,Type,Turns,Map
a_1,s_3,a_1,AREA,1001,26
a_1,s_4,a_1,AREA,152,26
a_1,s_5,DRAW,_DRAW_,1001,26
a_1,s_6,s_6,SLOPE,37,26
a_1,s_7,DRAW,_DRAW_,1001,26
a_1,s_8,a_1,AREA,66,26
a_1,s_9,s_9,SLOPE,37,26
a_1,s_10,s_10,SLOPE,75,26
a_1,s_11,s_11,SLOPE,33,26
a_1,s_12,s_12,SLOPE,29,26
a_1,s_13,s_13,SLOPE,48,26
a_1,s_14,DRAW,_DRAW_,1001,26
a_1,s_15,a_1,AREA,115,26
a_1,s_16,DRAW,_DRAW_,1001,26
a_1,s_17,s_17,SLOPE,1001,26
a_1,s_18,s_18,SLOPE,1001,26
a_1,s_19,s_19,SLOPE,1001,26
a_1,s_20,s_20,SLOPE,1001,26
a_1,s_0,s_0,SLOPE,1001,32
a_1,s_1,s_1,SLOPE,1001,32
a_1,s_2,DRAW,_DRAW_,1001,32
a_1,s_3,a_1,AREA,117,32
a_1,s_4,a_1,AREA,112,32
a_1,s_5,DRAW,_DRAW_,1001,32
a_1,s_6,s_6,SLOPE,1001,32
a_1,s_7,DRAW,_DRAW_,1001,32
a_1,s_8,a_1,AREA,138,32
a_1,s_9,s_9,SLOPE,1001,32
a_1,s_10,s_10,SLOPE,77,32
a_1,s_11,s_11,SLOPE,1001,32
a_1,s_12,a_1,AREA,149,32
a_1,s_13,s_13,SLOPE,1001,32
a_1,s_14,DRAW,_DRAW_,1001,32
a_1,s_15,a_1,AREA,48,32
a_1,s_16,DRAW,_DRAW_,1001,32
a_1,s_17,s_17,SLOPE,556,32
a_1,s_18,s_18,SLOPE,1001,32
a_1,s_19,s_19,SLOPE,1001,32
a_1,s_20,s_20,SLOPE,1001,32
a_1,s_0,s_0,SLOPE,1001,64
a_1,s_1,a_1,AREA,80,64
a_1,s_2,DRAW,_DRAW_,1001,64
a_1,s_3,a_1,AREA,49,64
a_1,s_4,a_1,AREA,166,64
a_1,s_5,DRAW,_DRAW_,1001,64
a_1,s_6,s_6,SLOPE,1001,64
a_1,s_7,DRAW,_DRAW_,1001,64
a_1,s_8,a_1,AREA,74,64
a_1,s_9,s_9,SLOPE,70,64
a_1,s_10,a_1,AREA,227,64
a_1,s_11,s_11,SLOPE,1001,64
a_1,s_12,s_12,SLOPE,1001,64
a_1,s_13,s_13,SLOPE,86,64
a_1,s_14,DRAW,_DRAW_,1001,64
a_1,s_15,s_15,SLOPE,1001,64
a_1,s_16,DRAW,_DRAW_,1001,64
a_1,s_17,s_17,SLOPE,428,64
a_1,s_18,s_18,SLOPE,1001,64
a_1,s_19,s_19,SLOPE,1001,64
a_1,s_20,s_20,SLOPE,1001,64
a_1,s_0,s_0,SLOPE,1001,13
a_1,s_1,s_1,SLOPE,1001,13
a_1,s_2,DRAW,_DRAW_,1001,13
a_1,s_3,a_1,AREA,121,13
a_1,s_4,a_1,AREA,367,13
a_1,s_5,DRAW,_DRAW_,1001,13
a_1,s_6,a_1,AREA,96,13
a_1,s_7,DRAW,_DRAW_,1001,13
a_1,s_8,a_1,AREA,41,13
a_1,s_9,s_9,SLOPE,1001,13
a_1,s_10,s_10,SLOPE,212,13
a_1,s_11,a_1,AREA,85,13
a_1,s_12,a_1,AREA,142,13
a_1,s_13,s_13,SLOPE,1001,13
a_1,s_14,DRAW,_DRAW_,1001,13
a_1,s_15,a_1,AREA,129,13
a_1,s_16,DRAW,_DRAW_,1001,13
a_1,s_17,s_17,SLOPE,918,13
a_1,s_18,s_18,SLOPE,116,13
a_1,s_19,s_19,SLOPE,1001,13
a_1,s_20,s_20,SLOPE,1001,13
a_1,s_0,s_0,SLOPE,1001,87
a_1,s_1,s_1,SLOPE,1001,87
a_1,s_2,DRAW,_DRAW_,1001,87
a_1,s_3,a_1,AREA,120,87
a_1,s_4,s_4,SLOPE,1001,87
a_1,s_5,DRAW,_DRAW_,1001,87
a_1,s_6,a_1,AREA,100,87
a_1,s_7,DRAW,_DRAW_,1001,87
a_1,s_8,a_1,AREA,212,87
a_1,s_9,s_9,SLOPE,1001,87
a_1,s_10,s_10,SLOPE,1001,87
a_1,s_11,s_11,SLOPE,1001,87
a_1,s_12,a_1,AREA,164,87
a_1,s_13,s_13,SLOPE,1001,87
a_1,s_14,DRAW,_DRAW_,1001,87
a_1,s_15,a_1,AREA,56,87
a_1,s_16,DRAW,_DRAW_,1001,87
a_1,s_17,s_17,SLOPE,563,87
a_1,s_18,s_18,SLOPE,1001,87
a_1,s_19,s_19,SLOPE,1001,87
a_1,s_20,s_20,SLOPE,1001,87
a_1,t_0,t_0,TURNS,93,11
a_1,t_1,t_1,TURNS,62,11
a_1,t_2,t_2,TURNS,57,11
a_1,t_3,t_3,TURNS,57,11
a_1,t_4,t_4,TURNS,57,11
a_1,t_5,t_5,TURNS,72,11
a_1,t_6,t_6,TURNS,146,11
a_1,t_7,t_7,TURNS,57,11
a_1,t_8,t_8,TURNS,61,11
a_1,t_9,t_9,TURNS,57,11
a_1,t_10,t_10,TURNS,57,11
a_1,t_11,t_11,TURNS,57,11
a_1,t_12,t_12,TURNS,57,11
a_1,t_13,t_13,TURNS,96,11
a_1,t_14,t_14,TURNS,57,11
a_1,t_15,t_15,TURNS,57,11
a_1,t_16,t_16,TURNS,62,11
a_1,t_17,a_1,AREA,176,11
a_1,t_18,t_18,TURNS,57,11
a_1,t_19,a_1,AREA,110,11
a_1,t_20,t_20,TURNS,117,11
a_1,t_0,t_0,TURNS,182,76
a_1,t_1,t_1,TURNS,1001,76
a_1,t_2,t_2,TURNS,1001,76
a_1,t_3,t_3,TURNS,1001,76
a_1,t_4,t_4,TURNS,1001,76
a_1,t_5,t_5,TURNS,1001,76
a_1,t_6,t_6,TURNS,1001,76
a_1,t_7,t_7,TURNS,1001,76
a_1,t_8,t_8,TURNS,1001,76
a_1,t_9,t_9,TURNS,214,76
a_1,t_10,t_10,TURNS,1001,76
a_1,t_11,t_11,TURNS,1001,76
a_1,t_12,t_12,TURNS,531,76
a_1,t_13,t_13,TURNS,1001,76
a_1,t_14,t_14,TURNS,1001,76
a_1,t_15,t_15,TURNS,1001,76
a_1,t_16,t_16,TURNS,1001,76
a_1,t_17,a_1,AREA,121,76
a_1,t_18,t_18,TURNS,1001,76
a_1,t_19,a_1,AREA,1001,76
a_1,t_20,t_20,TURNS,1001,76
a_1,t_0,t_0,TURNS,101,69
a_1,t_1,t_1,TURNS,100,69
a_1,t_2,t_2,TURNS,114,69
a_1,t_3,t_3,TURNS,100,69
a_1,t_4,t_4,TURNS,114,69
a_1,t_5,t_5,TURNS,110,69
a_1,t_6,t_6,TURNS,71,69
a_1,t_7,t_7,TURNS,114,69
a_1,t_8,t_8,TURNS,71,69
a_1,t_9,t_9,TURNS,114,69
a_1,t_10,t_10,TURNS,212,69
a_1,t_11,t_11,TURNS,114,69
a_1,t_12,t_12,TURNS,100,69
a_1,t_13,t_13,TURNS,97,69
a_1,t_14,t_14,TURNS,114,69
a_1,t_15,t_15,TURNS,68,69
a_1,t_16,t_16,TURNS,114,69
a_1,t_17,t_17,TURNS,250,69
a_1,t_18,t_18,TURNS,114,69
a_1,t_19,t_19,TURNS,192,69
a_1,t_20,t_20,TURNS,155,69
a_1,t_0,t_0,TURNS,126,7
a_1,t_1,t_1,TURNS,1001,7
a_1,t_2,t_2,TURNS,1001,7
a_1,t_3,t_3,TURNS,1001,7
a_1,t_4,t_4,TURNS,1001,7
a_1,t_5,t_5,TURNS,1001,7
a_1,t_6,t_6,TURNS,1001,7
a_1,t_7,t_7,TURNS,1001,7
a_1,t_8,t_8,TURNS,1001,7
a_1,t_9,t_9,TURNS,105,7
a_1,t_10,t_10,TURNS,1001,7
a_1,t_11,t_11,TURNS,1001,7
a_1,t_12,t_12,TURNS,441,7
a_1,t_13,t_13,TURNS,1001,7
a_1,t_14,t_14,TURNS,1001,7
a_1,t_15,t_15,TURNS,1001,7
a_1,t_16,t_16,TURNS,1001,7
a_1,t_17,a_1,AREA,88,7
a_1,t_18,t_18,TURNS,1001,7
a_1,t_19,a_1,AREA,1001,7
a_1,t_20,t_20,TURNS,1001,7
a_1,t_0,t_0,TURNS,51,26
a_1,t_1,t_1,TURNS,76,26
a_1,t_2,t_2,TURNS,80,26
a_1,t_3,t_3,TURNS,81,26
a_1,t_4,t_4,TURNS,80,26
a_1,t_5,t_5,TURNS,53,26
a_1,t_6,t_6,TURNS,41,26
a_1,t_7,t_7,TURNS,80,26
a_1,t_8,t_8,TURNS,60,26
a_1,t_9,t_9,TURNS,61,26
a_1,t_10,t_10,TURNS,127,26
a_1,t_11,t_11,TURNS,80,26
a_1,t_12,t_12,TURNS,52,26
a_1,t_13,t_13,TURNS,80,26
a_1,t_14,t_14,TURNS,81,26
a_1,t_15,t_15,TURNS,80,26
a_1,t_16,t_16,TURNS,80,26
a_1,t_17,t_17,TURNS,9,26
a_1,t_18,t_18,TURNS,80,26
a_1,t_19,t_19,TURNS,63,26
a_1,t_20,t_20,TURNS,53,26
a_1,t_0,t_0,TURNS,86,32
a_1,t_1,t_1,TURNS,93,32
a_1,t_2,t_2,TURNS,78,32
a_1,t_3,t_3,TURNS,80,32
a_1,t_4,t_4,TURNS,77,32
a_1,t_5,t_5,TURNS,72,32
a_1,t_6,t_6,TURNS,85,32
a_1,t_7,t_7,TURNS,72,32
a_1,t_8,t_8,TURNS,81,32
a_1,t_9,t_9,TURNS,77,32
a_1,t_10,t_10,TURNS,80,32
a_1,t_11,t_11,TURNS,77,32
a_1,t_12,t_12,TURNS,80,32
a_1,t_13,t_13,TURNS,126,32
a_1,t_14,t_14,TURNS,77,32
a_1,t_15,t_15,TURNS,77,32
a_1,t_16,t_16,TURNS,77,32
a_1,t_17,a_1,AREA,147,32
a_1,t_18,t_18,TURNS,77,32
a_1,t_19,a_1,AREA,152,32
a_1,t_20,t_20,TURNS,114,32
a_1,t_0,t_0,TURNS,65,64
a_1,t_1,t_1,TURNS,200,64
a_1,t_2,t_2,TURNS,55,64
a_1,t_3,t_3,TURNS,435,64
a_1,t_4,t_4,TURNS,55,64
a_1,t_5,t_5,TURNS,186,64
a_1,t_6,t_6,TURNS,90,64
a_1,t_7,t_7,TURNS,126,64
a_1,t_8,t_8,TURNS,133,64
a_1,t_9,t_9,TURNS,57,64
a_1,t_10,t_10,TURNS,116,64
a_1,t_11,t_11,TURNS,55,64
a_1,t_12,t_12,TURNS,62,64
a_1,t_13,t_13,TURNS,150,64
a_1,t_14,t_14,TURNS,55,64
a_1,t_15,t_15,TURNS,55,64
a_1,t_16,t_16,TURNS,55,64
a_1,t_17,a_1,AREA,50,64
a_1,t_18,t_18,TURNS,55,64
a_1,t_19,a_1,AREA,1001,64
a_1,t_20,a_1,AREA,43,64
a_1,t_0,t_0,TURNS,141,13
a_1,t_1,t_1,TURNS,1001,13
a_1,t_2,t_2,TURNS,1001,13
a_1,t_3,t_3,TURNS,1001,13
a_1,t_4,t_4,TURNS,1001,13
a_1,t_5,t_5,TURNS,1001,13
a_1,t_6,t_6,TURNS,1001,13
a_1,t_7,t_7,TURNS,1001,13
a_1,t_8,t_8,TURNS,1001,13
a_1,t_9,t_9,TURNS,119,13
a_1,t_10,t_10,TURNS,1001,13
a_1,t_11,t_11,TURNS,1001,13
a_1,t_12,t_12,TURNS,358,13
a_1,t_13,t_13,TURNS,1001,13
a_1,t_14,t_14,TURNS,1001,13
a_1,t_15,t_15,TURNS,1001,13
a_1,t_16,t_16,TURNS,1001,13
a_1,t_17,a_1,AREA,129,13
a_1,t_18,t_18,TURNS,1001,13
a_1,t_19,t_19,TURNS,162,13
a_1,t_20,t_20,TURNS,1001,13
a_1,t_0,t_0,TURNS,153,87
a_1,t_1,t_1,TURNS,1001,87
a_1,t_2,t_2,TURNS,1001,87
a_1,t_3,t_3,TURNS,1001,87
a_1,t_4,t_4,TURNS,1001,87
a_1,t_5,t_5,TURNS,1001,87
a_1,t_6,t_6,TURNS,1001,87
a_1,t_7,t_7,TURNS,1001,87
a_1,t_8,t_8,TURNS,1001,87
a_1,t_9,t_9,TURNS,140,87
a_1,t_10,t_10,TURNS,1001,87
a_1,t_11,t_11,TURNS,1001,87
a_1,t_12,t_12,TURNS,713,87
a_1,t_13,t_13,TURNS,1001,87
a_1,t_14,t_14,TURNS,1001,87
a_1,t_15,t_15,TURNS,1001,87
a_1,t_16,t_16,TURNS,1001,87
a_1,t_17,a_1,AREA,135,87
a_1,t_18,t_18,TURNS,1001,87
a_1,t_19,t_19,TURNS,104,87
a_1,t_20,t_20,TURNS,1001,87
a_1,a_0,a_0,AREA,76,11
a_1,a_1,DRAW,_DRAW_,1001,11
a_1,a_2,a_2,AREA,1001,11
a_1,a_3,a_3,AREA,233,11
a_1,a_4,DRAW,_DRAW_,1001,11
a_1,a_5,a_5,AREA,1001,11
a_1,a_6,DRAW,_DRAW_,1001,11
a_1,a_7,a_1,AREA,136,11
a_1,a_8,a_8,AREA,1001,11
a_1,a_9,DRAW,_DRAW_,1001,11
a_1,a_10,a_1,AREA,171,11
a_1,a_11,DRAW,_DRAW_,1001,11
a_1,a_12,a_1,AREA,61,11
a_1,a_13,a_13,AREA,64,11
a_1,a_14,a_14,AREA,1001,11
a_1,a_15,a_15,AREA,1001,11
a_1,a_16,a_16,AREA,1001,11
a_1,a_17,DRAW,_DRAW_,1001,11
a_1,a_18,a_18,AREA,1001,11
a_1,a_19,a_1,AREA,58,11
a_1,a_20,a_20,AREA,1001,11
a_1,a_0,a_0,AREA,103,76
a_1,a_1,DRAW,_DRAW_,1001,76
a_1,a_2,a_2,AREA,1001,76
a_1,a_3,a_1,AREA,74,76
a_1,a_4,DRAW,_DRAW_,1001,76
a_1,a_5,a_5,AREA,1001,76
a_1,a_6,DRAW,_DRAW_,1001,76
a_1,a_7,DRAW,_DRAW_,1001,76
a_1,a_8,a_8,AREA,1001,76
a_1,a_9,DRAW,_DRAW_,1001,76
a_1,a_10,a_10,AREA,1001,76
a_1,a_11,DRAW,_DRAW_,1001,76
a_1,a_12,a_1,AREA,65,76
a_1,a_13,a_13,AREA,343,76
a_1,a_14,a_14,AREA,1001,76
a_1,a_15,a_1,AREA,233,76
a_1,a_16,a_16,AREA,1001,76
a_1,a_17,DRAW,_DRAW_,1001,76
a_1,a_18,a_18,AREA,1001,76
a_1,a_19,a_1,AREA,62,76
a_1,a_20,a_20,AREA,1001,76
a_1,a_0,a_0,AREA,82,69
a_1,a_1,DRAW,_DRAW_,1001,69
a_1,a_2,a_2,AREA,1001,69
a_1,a_3,a_3,AREA,254,69
a_1,a_4,DRAW,_DRAW_,1001,69
a_1,a_5,a_5,AREA,1001,69
a_1,a_6,DRAW,_DRAW_,1001,69
a_1,a_7,a_1,AREA,145,69
a_1,a_8,a_8,AREA,1001,69
a_1,a_9,DRAW,_DRAW_,1001,69
a_1,a_10,a_1,AREA,345,69
a_1,a_11,DRAW,_DRAW_,1001,69
a_1,a_12,a_1,AREA,75,69
a_1,a_13,a_13,AREA,99,69
a_1,a_14,a_14,AREA,72,69
a_1,a_15,a_15,AREA,1001,69
a_1,a_16,a_16,AREA,1001,69
a_1,a_17,DRAW,_DRAW_,1001,69
a_1,a_18,a_18,AREA,1001,69
a_1,a_19,a_1,AREA,69,69
a_1,a_20,a_20,AREA,1001,69
a_1,a_0,a_1,AREA,143,7
a_1,a_1,DRAW,_DRAW_,1001,7
a_1,a_2,a_2,AREA,1001,7
a_1,a_3,a_1,AREA,66,7
a_1,a_4,DRAW,_DRAW_,1001,7
a_1,a_5,a_5,AREA,1001,7
a_1,a_6,DRAW,_DRAW_,1001,7
a_1,a_7,DRAW,_DRAW_,1001,7
a_1,a_8,a_8,AREA,1001,7
a_1,a_9,DRAW,_DRAW_,1001,7
a_1,a_10,a_10,AREA,96,7
a_1,a_11,DRAW,_DRAW_,1001,7
a_1,a_12,a_1,AREA,61,7
a_1,a_13,a_13,AREA,123,7
a_1,a_14,a_14,AREA,1001,7
a_1,a_15,a_15,AREA,1001,7
a_1,a_16,a_16,AREA,1001,7
a_1,a_17,DRAW,_DRAW_,1001,7
a_1,a_18,a_18,AREA,1001,7
a_1,a_19,a_1,AREA,58,7
a_1,a_20,a_20,AREA,1001,7
a_1,a_0,a_1,AREA,49,26
a_1,a_1,DRAW,_DRAW_,1001,26
a_1,a_2,a_2,AREA,1001,26
a_1,a_3,a_3,AREA,207,26
a_1,a_4,DRAW,_DRAW_,1001,26
a_1,a_5,a_1,AREA,49,26
a_1,a_6,DRAW,_DRAW_,1001,26
a_1,a_7,DRAW,_DRAW_,1001,26
a_1,a_8,a_8,AREA,39,26
a_1,a_9,DRAW,_DRAW_,1001,26
a_1,a_10,a_10,AREA,104,26
a_1,a_11,a_1,AREA,56,26
a_1,a_12,DRAW,_DRAW_,1001,26
a_1,a_13,a_13,AREA,34,26
a_1,a_14,a_14,AREA,50,26
a_1,a_15,a_1,AREA,66,26
a_1,a_16,a_16,AREA,1001,26
a_1,a_17,DRAW,_DRAW_,1001,26
a_1,a_18,a_18,AREA,1001,26
a_1,a_19,DRAW,_DRAW_,1001,26
a_1,a_20,a_20,AREA,1001,26
a_1,a_0,a_1,AREA,119,32
a_1,a_1,DRAW,_DRAW_,1001,32
a_1,a_2,a_2,AREA,1001,32
a_1,a_3,a_3,AREA,213,32
a_1,a_4,DRAW,_DRAW_,1001,32
a_1,a_5,a_5,AREA,1001,32
a_1,a_6,DRAW,_DRAW_,1001,32
a_1,a_7,DRAW,_DRAW_,1001,32
a_1,a_8,a_8,AREA,1001,32
a_1,a_9,DRAW,_DRAW_,1001,32
a_1,a_10,a_10,AREA,108,32
a_1,a_11,DRAW,_DRAW_,1001,32
a_1,a_12,a_1,AREA,61,32
a_1,a_13,a_13,AREA,87,32
a_1,a_14,a_14,AREA,1001,32
a_1,a_15,a_15,AREA,1001,32
a_1,a_16,a_16,AREA,1001,32
a_1,a_17,DRAW,_DRAW_,1001,32
a_1,a_18,a_18,AREA,1001,32
a_1,a_19,a_1,AREA,58,32
a_1,a_20,a_20,AREA,1001,32
a_1,a_0,a_1,AREA,122,64
a_1,a_1,DRAW,_DRAW_,1001,64
a_1,a_2,a_2,AREA,1001,64
a_1,a_3,a_3,AREA,193,64
a_1,a_4,DRAW,_DRAW_,1001,64
a_1,a_5,a_5,AREA,1001,64
a_1,a_6,DRAW,_DRAW_,1001,64
a_1,a_7,DRAW,_DRAW_,1001,64
a_1,a_8,a_8,AREA,1001,64
a_1,a_9,DRAW,_DRAW_,1001,64
a_1,a_10,a_10,AREA,53,64
a_1,a_11,DRAW,_DRAW_,1001,64
a_1,a_12,DRAW,_DRAW_,1001,64
a_1,a_13,a_13,AREA,57,64
a_1,a_14,a_1,AREA,77,64
a_1,a_15,a_1,AREA,74,64
a_1,a_16,a_1,AREA,50,64
a_1,a_17,DRAW,_DRAW_,1001,64
a_1,a_18,a_18,AREA,1001,64
a_1,a_19,DRAW,_DRAW_,1001,64
a_1,a_20,a_20,AREA,1001,64
a_1,a_0,a_1,AREA,262,13
a_1,a_1,DRAW,_DRAW_,1001,13
a_1,a_2,a_2,AREA,1001,13
a_1,a_3,a_1,AREA,61,13
a_1,a_4,DRAW,_DRAW_,1001,13
a_1,a_5,a_1,AREA,55,13
a_1,a_6,DRAW,_DRAW_,1001,13
a_1,a_7,DRAW,_DRAW_,1001,13
a_1,a_8,a_8,AREA,1001,13
a_1,a_9,DRAW,_DRAW_,1001,13
a_1,a_10,a_10,AREA,1001,13
a_1,a_11,a_1,AREA,80,13
a_1,a_12,a_1,AREA,57,13
a_1,a_13,a_13,AREA,122,13
a_1,a_14,a_14,AREA,1001,13
a_1,a_15,a_1,AREA,41,13
a_1,a_16,a_16,AREA,1001,13
a_1,a_17,DRAW,_DRAW_,1001,13
a_1,a_18,a_18,AREA,1001,13
a_1,a_19,a_1,AREA,54,13
a_1,a_20,a_20,AREA,1001,13
a_1,a_0,a_0,AREA,139,87
a_1,a_1,DRAW,_DRAW_,1001,87
a_1,a_2,a_2,AREA,1001,87
a_1,a_3,a_3,AREA,210,87
a_1,a_4,DRAW,_DRAW_,1001,87
a_1,a_5,a_5,AREA,1001,87
a_1,a_6,DRAW,_DRAW_,1001,87
a_1,a_7,DRAW,_DRAW_,1001,87
a_1,a_8,a_8,AREA,1001,87
a_1,a_9,DRAW,_DRAW_,1001,87
a_1,a_10,a_10,AREA,1001,87
a_1,a_11,DRAW,_DRAW_,1001,87
a_1,a_12,a_1,AREA,71,87
a_1,a_13,a_13,AREA,143,87
a_1,a_14,a_14,AREA,1001,87
a_1,a_15,a_15,AREA,1001,87
a_1,a_16,a_16,AREA,1001,87
a_1,a_17,DRAW,_DRAW_,1001,87
a_1,a_18,a_18,AREA,1001,87
a_1,a_19,a_1,AREA,68,87
a_1,a_20,a_20,AREA,1001,87
a_2,s_0,DRAW,_DRAW_,1001,11
a_2,s_1,a_2,AREA,1001,11
a_2,s_2,a_2,AREA,1001,11
a_2,s_3,a_2,AREA,1001,11
a_2,s_4,a_2,AREA,1001,11
a_2,s_5,DRAW,_DRAW_,1001,11
a_2,s_6,a_2,AREA,1001,11
a_2,s_7,a_2,AREA,118,11
a_2,s_8,a_2,AREA,1001,11
a_2,s_9,a_2,AREA,1001,11
a_2,s_10,DRAW,_DRAW_,1001,11
a_2,s_11,a_2,AREA,1001,11
a_2,s_12,s_12,SLOPE,43,11
a_2,s_13,a_2,AREA,1001,11
a_2,s_14,a_2,AREA,1001,11
a_2,s_15,a_2,AREA,1001,11
a_2,s_16,a_2,AREA,1001,11
a_2,s_17,a_2,AREA,1001,11
a_2,s_18,a_2,AREA,1001,11
a_2,s_19,a_2,AREA,1001,11
a_2,s_20,a_2,AREA,1001,11
a_2,s_0,DRAW,_DRAW_,1001,76
a_2,s_1,s_1,SLOPE,1001,76
a_2,s_2,a_2,AREA,1001,76
a_2,s_3,a_2,AREA,1001,76
a_2,s_4,s_4,SLOPE,298,76
a_2,s_5,DRAW,_DRAW_,1001,76
a_2,s_6,s_6,SLOPE,47,76
a_2,s_7,a_2,AREA,1001,76
a_2,s_8,s_8,SLOPE,1001,76
a_2,s_9,a_2,AREA,1001,76
a_2,s_10,DRAW,_DRAW_,1001,76
a_2,s_11,a_2,AREA,1001,76
a_2,s_12,s_12,SLOPE,47,76
a_2,s_13,a_2,AREA,1001,76
a_2,s_14,a_2,AREA,1001,76
a_2,s_15,a_2,AREA,1001,76
a_2,s_16,a_2,AREA,1001,76
a_2,s_17,a_2,AREA,1001,76
a_2,s_18,a_2,AREA,1001,76
a_2,s_19,a_2,AREA,1001,76
a_2,s_20,a_2,AREA,1001,76
a_2,s_0,DRAW,_DRAW_,1001,69
a_2,s_1,s_1,SLOPE,1001,69
a_2,s_2,a_2,AREA,1001,69
a_2,s_3,a_2,AREA,1001,69
a_2,s_4,a_2,AREA,1001,69
a_2,s_5,DRAW,_DRAW_,1001,69
a_2,s_6,s_6,SLOPE,57,69
a_2,s_7,a_2,AREA,1001,69
a_2,s_8,a_2,AREA,85,69
a_2,s_9,a_2,AREA,1001,69
a_2,s_10,DRAW,_DRAW_,1001,69
a_2,s_11,a_2,AREA,1001,69
a_2,s_12,s_12,SLOPE,57,69
a_2,s_13,a_2,AREA,1001,69
a_2,s_14,a_2,AREA,1001,69
a_2,s_15,a_2,AREA,1001,69
a_2,s_16,a_2,AREA,1001,69
a_2,s_17,a_2,AREA,1001,69
a_2,s_18,a_2,AREA,1001,69
a_2,s_19,a_2,AREA,1001,69
a_2,s_20,a_2,AREA,1001,69
a_2,s_0,DRAW,_DRAW_,1001,7
a_2,s_1,s_1,SLOPE,1001,7
a_2,s_2,a_2,AREA,1001,7
a_2,s_3,a_2,AREA,1001,7
a_2,s_4,a_2,AREA,1001,7
a_2,s_5,DRAW,_DRAW_,1001,7
a_2,s_6,s_6,SLOPE,127,7
a_2,s_7,a_2,AREA,1001,7
a_2,s_8,s_8,SLOPE,106,7
a_2,s_9,a_2,AREA,1001,7
a_2,s_10,DRAW,_DRAW_,1001,7
a_2,s_11,a_2,AREA,1001,7
a_2,s_12,s_12,SLOPE,43,7
a_2,s_13,a_2,AREA,1001,7
a_2,s_14,a_2,AREA,1001,7
a_2,s_15,a_2,AREA,1001,7
a_2,s_16,s_16,SLOPE,84,7
a_2,s_17,a_2,AREA,1001,7
a_2,s_18,a_2,AREA,1001,7
a_2,s_19,a_2,AREA,1001,7
a_2,s_20,a_2,AREA,1001,7
a_2,s_0,DRAW,_DRAW_,1001,26
a_2,s_1,a_2,AREA,1001,26
a_2,s_2,a_2,AREA,1001,26
a_2,s_3,a_2,AREA,1001,26
a_2,s_4,a_2,AREA,1001,26
a_2,s_5,DRAW,_DRAW_,1001,26
a_2,s_6,s_6,SLOPE,43,26
a_2,s_7,a_2,AREA,1001,26
a_2,s_8,a_2,AREA,1001,26
a_2,s_9,a_2,AREA,1001,26
a_2,s_10,DRAW,_DRAW_,1001,26
a_2,s_11,s_11,SLOPE,1001,26
a_2,s_12,s_12,SLOPE,27,26
a_2,s_13,a_2,AREA,268,26
a_2,s_14,a_2,AREA,1001,26
a_2,s_15,a_2,AREA,34,26
a_2,s_16,a_2,AREA,1001,26
a_2,s_17,a_2,AREA,1001,26
a_2,s_18,a_2,AREA,1001,26
a_2,s_19,a_2,AREA,63,26
a_2,s_20,a_2,AREA,63,26
a_2,s_0,DRAW,_DRAW_,1001,32
a_2,s_1,a_2,AREA,1001,32
a_2,s_2,a_2,AREA,1001,32
a_2,s_3,a_2,AREA,1001,32
a_2,s_4,a_2,AREA,1001,32
a_2,s_5,DRAW,_DRAW_,1001,32
a_2,s_6,a_2,AREA,1001,32
a_2,s_7,a_2,AREA,1001,32
a_2,s_8,a_2,AREA,1001,32
a_2,s_9,a_2,AREA,1001,32
a_2,s_10,DRAW,_DRAW_,1001,32
a_2,s_11,a_2,AREA,1001,32
a_2,s_12,s_12,SLOPE,43,32
a_2,s_13,a_2,AREA,1001,32
a_2,s_14,a_2,AREA,1001,32
a_2,s_15,s_15,SLOPE,157,32
a_2,s_16,a_2,AREA,1001,32
a_2,s_17,a_2,AREA,1001,32
a_2,s_18,a_2,AREA,1001,32
a_2,s_19,a_2,AREA,1001,32
a_2,s_20,a_2,AREA,1001,32
a_2,s_0,DRAW,_DRAW_,1001,64
a_2,s_1,a_2,AREA,1001,64
a_2,s_2,a_2,AREA,1001,64
a_2,s_3,a_2,AREA,1001,64
a_2,s_4,a_2,AREA,1001,64
a_2,s_5,DRAW,_DRAW_,1001,64
a_2,s_6,s_6,SLOPE,54,64
a_2,s_7,a_2,AREA,1001,64
a_2,s_8,a_2,AREA,1001,64
a_2,s_9,a_2,AREA,1001,64
a_2,s_10,DRAW,_DRAW_,1001,64
a_2,s_11,a_2,AREA,1001,64
a_2,s_12,s_12,SLOPE,32,64
a_2,s_13,a_2,AREA,1001,64
a_2,s_14,a_2,AREA,1001,64
a_2,s_15,a_2,AREA,1001,64
a_2,s_16,s_16,SLOPE,222,64
a_2,s_17,a_2,AREA,1001,64
a_2,s_18,a_2,AREA,1001,64
a_2,s_19,s_19,SLOPE,1001,64
a_2,s_20,s_20,SLOPE,1001,64
a_2,s_0,DRAW,_DRAW_,1001,13
a_2,s_1,s_1,SLOPE,706,13
a_2,s_2,a_2,AREA,39,13
a_2,s_3,s_3,SLOPE,1001,13
a_2,s_4,a_2,AREA,1001,13
a_2,s_5,DRAW,_DRAW_,1001,13
a_2,s_6,s_6,SLOPE,171,13
a_2,s_7,s_7,SLOPE,572,13
a_2,s_8,a_2,AREA,1001,13
a_2,s_9,a_2,AREA,1001,13
a_2,s_10,DRAW,_DRAW_,1001,13
a_2,s_11,a_2,AREA,1001,13
a_2,s_12,s_12,SLOPE,39,13
